판매ID,판매일,거래처코드,거래처명,제품코드, 단가 ,수량,할인율, 금액 
1659,2019-11-30,18,우주전산,BP350679," 248,600 ",13,0," 3,231,800 "
1660,2019-11-30,40,가나전자,CA270438," 537,000 ",13,0.1," 6,282,900 "
1661,2019-11-30,13,미림상사,MP010001," 242,700 ",14,0.1," 3,058,020 "
1662,2019-11-30,23,알프스무역,PJ200615," 261,500 ",3,0," 784,500 "
1663,2019-12-01,10,신영상사,MP010051," 261,700 ",6,0," 1,570,200 "
1664,2019-12-01,1,한미전자,CA270422," 848,400 ",11,0.1," 8,399,160 "
1665,2019-12-01,1,한미전자,BH060509," 34,600 ",13,0," 449,800 "
1666,2019-12-02,26,신세기상사,MP010060," 133,500 ",6,0.1," 720,900 "
1667,2019-12-02,16,대진상사,MP010029," 223,100 ",4,0.1," 803,160 "
1668,2019-12-02,15,협우상사,OA290137," 17,500 ",14,0," 245,000 "
1669,2019-12-03,14,베네디스,EP330673," 71,500 ",12,0," 858,000 "
1670,2019-12-03,27,이화무역,CA280189," 26,900 ",13,0.1," 314,730 "
1671,2019-12-03,17,티엔씨에스,CA270489," 222,100 ",5,0.1," 999,450 "
1672,2019-12-03,7,삼화상사,OA290180," 48,800 ",20,0," 976,000 "
1673,2019-12-03,43,드림테크,PJ200275," 219,500 ",2,0," 439,000 "
1674,2019-12-04,17,티엔씨에스,PA220066," 24,100 ",7,0," 168,700 "
1675,2019-12-04,48,한양이엔지,CA270446," 458,300 ",11,0.1," 4,537,170 "
1676,2019-12-04,50,프로시스템즈,PA330081," 113,700 ",4,0," 454,800 "
1677,2019-12-04,23,알프스무역,SP320545," 332,400 ",14,0," 4,653,600 "
1678,2019-12-05,25,삼양상사,NT150454," 515,400 ",23,0," 11,854,200 "
1679,2019-12-05,19,양정물산,PA220278," 14,000 ",12,0," 168,000 "
1680,2019-12-05,38,K마켓,CA280264," 67,300 ",18,0.1," 1,090,260 "
1681,2019-12-05,53,국제전자,EP330674," 71,500 ",14,0," 1,001,000 "
1682,2019-12-05,1,한미전자,TVAC040667," 85,800 ",6,0," 514,800 "
1683,2019-12-05,1,한미전자,PSF200637," 192,700 ",13,0," 2,505,100 "
1684,2019-12-06,42,우리정보,PA220122," 29,000 ",7,0," 203,000 "
1685,2019-12-06,48,한양이엔지,NT150380," 515,400 ",6,0," 3,092,400 "
1686,2019-12-06,10,신영상사,CA280131," 70,200 ",19,0.1," 1,200,420 "
1687,2019-12-06,5,오성통상,MP010042," 129,100 ",7,0.1," 813,330 "
1688,2019-12-06,45,인터비타,CA270414," 551,800 ",7,0.1," 3,476,340 "
1689,2019-12-06,40,가나전자,PA220111," 33,900 ",16,0," 542,400 "
1690,2019-12-06,6,글로벌 전자,TVAC040668," 70,400 ",15,0," 1,056,000 "
1691,2019-12-07,47,삼인시스템,MP010028," 223,100 ",2,0.1," 401,580 "
1692,2019-12-07,27,이화무역,MP010055," 162,700 ",18,0.1," 2,635,740 "
1693,2019-12-07,47,삼인시스템,CA270475," 242,300 ",14,0," 3,392,200 "
1694,2019-12-07,38,K마켓,PJ190256," 628,600 ",6,0," 3,771,600 "
1695,2019-12-08,10,신영상사,CA280264," 67,300 ",13,0," 874,900 "
1696,2019-12-08,16,대진상사,BH060514," 49,200 ",13,0.1," 575,640 "
1697,2019-12-08,9,월드링크,EP330675," 71,500 ",5,0.1," 321,750 "
1698,2019-12-08,51,그린테크,PA220121," 15,500 ",7,0," 108,500 "
1699,2019-12-08,2,혜성전자,MP010013," 29,000 ",7,0.1," 182,700 "
1700,2019-12-09,45,인터비타,TVAC040668," 70,400 ",18,0," 1,267,200 "
1701,2019-12-09,4,동광통상,TV090352," 607,000 ",14,0.1," 7,648,200 "
1702,2019-12-09,25,삼양상사,BH060632," 218,700 ",15,0.1," 2,952,450 "
1703,2019-12-09,22,동도교역,CA280112," 248,900 ",12,0.1," 2,688,120 "
1704,2019-12-09,53,국제전자,DV350168," 148,100 ",1,0.1," 133,290 "
1705,2019-12-09,53,국제전자,MT180604," 338,700 ",13,0.1," 3,962,790 "
1706,2019-12-10,8,태강교역,PA330083," 113,700 ",12,0," 1,364,400 "
1707,2019-12-10,40,가나전자,CA270410," 581,500 ",14,0," 8,141,000 "
1708,2019-12-10,34,ABC상사,SP310573," 310,800 ",8,0," 2,486,400 "
1709,2019-12-11,26,신세기상사,TV090356," 455,400 ",3,0," 1,366,200 "
1710,2019-12-11,38,K마켓,TV090351," 607,000 ",17,0.1," 9,287,100 "
1711,2019-12-12,39,명성전자,PA220140," 53,700 ",13,0.1," 628,290 "
1712,2019-12-12,52,제우스,TV090360," 816,500 ",10,0," 8,165,000 "
1713,2019-12-12,23,알프스무역,SP320536," 363,000 ",11,0.1," 3,593,700 "
1714,2019-12-12,27,이화무역,DV350152," 13,400 ",3,0," 40,200 "
1715,2019-12-12,24,유미백화점,MP010034," 80,700 ",3,0.1," 217,890 "
1716,2019-12-12,23,알프스무역,PJ190249," 907,400 ",4,0," 3,629,600 "
1717,2019-12-12,15,협우상사,CA270439," 484,500 ",5,0.1," 2,180,250 "
1718,2019-12-13,42,우리정보,BH060522," 131,200 ",3,0.1," 354,240 "
1719,2019-12-13,52,제우스,PA220337," 113,700 ",5,0," 568,500 "
1720,2019-12-13,40,가나전자,PJ200619," 401,500 ",4,0," 1,606,000 "
1721,2019-12-13,20,세종물산,SP310695," 310,800 ",7,0," 2,175,600 "
1722,2019-12-13,44,영진전자,PJ190664," 437,800 ",10,0," 4,378,000 "
1723,2019-12-14,15,협우상사,PA220119," 15,500 ",17,0.1," 237,150 "
1724,2019-12-14,36,굿모닝전자,TV090370," 512,700 ",2,0," 1,025,400 "
1725,2019-12-14,47,삼인시스템,TV090660," 1,557,600 ",7,0," 10,903,200 "
1726,2019-12-14,10,신영상사,SP320540," 400,600 ",7,0," 2,804,200 "
1727,2019-12-14,10,신영상사,SP320540," 400,600 ",2,0," 801,200 "
1728,2019-12-15,53,국제전자,BH060630," 139,600 ",14,0.1," 1,758,960 "
1729,2019-12-15,23,알프스무역,TV090359," 816,500 ",22,0," 17,963,000 "
1730,2019-12-15,12,유니테크,SP320528," 285,000 ",25,0," 7,125,000 "
1731,2019-12-15,42,우리정보,EP330673," 71,500 ",5,0.1," 321,750 "
1732,2019-12-15,5,오성통상,CA270440," 502,000 ",5,0," 2,510,000 "
1733,2019-12-15,12,유니테크,SP320528," 285,000 ",7,0," 1,995,000 "
1734,2019-12-16,2,혜성전자,OA290174," 48,500 ",15,0," 727,500 "
1735,2019-12-16,1,한미전자,NT150598," 700,300 ",2,0," 1,400,600 "
1736,2019-12-16,18,우주전산,TV090349," 570,600 ",13,0," 7,417,800 "
1737,2019-12-16,48,한양이엔지,BP350679," 248,600 ",7,0," 1,740,200 "
1738,2019-12-16,1,한미전자,SP320700," 932,200 ",5,0.2," 3,728,800 "
1739,2019-12-16,2,혜성전자,OA290174," 48,500 ",10,0," 485,000 "
1740,2019-12-17,36,굿모닝전자,PA220260," 17,400 ",4,0," 69,600 "
1741,2019-12-17,42,우리정보,CA280299," 80,700 ",9,0," 726,300 "
1742,2019-12-17,26,신세기상사,PA220124," 29,000 ",16,0," 464,000 "
1743,2019-12-17,11,서주무역,PA220319," 20,900 ",2,0," 41,800 "
1744,2019-12-18,48,한양이엔지,MP010010," 281,700 ",3,0.1," 760,590 "
1745,2019-12-18,40,가나전자,OA290044," 40,000 ",7,0.1," 252,000 "
1746,2019-12-18,14,베네디스,PJ190253," 1,085,800 ",2,0," 2,171,600 "
1747,2019-12-18,35,에이빌,PA220121," 15,500 ",3,0.1," 41,850 "
1748,2019-12-18,40,가나전자,OA290044," 40,000 ",2,0.1," 72,000 "
1749,2019-12-19,52,제우스,PA220226," 17,400 ",33,0," 574,200 "
1750,2019-12-19,11,서주무역,PA220069," 30,800 ",5,0," 154,000 "
1751,2019-12-19,41,금산전자,MP010043," 129,100 ",4,0.1," 464,760 "
1752,2019-12-19,41,금산전자,PA220267," 18,700 ",11,0," 205,700 "
1753,2019-12-20,8,태강교역,PA220338," 113,700 ",3,0," 341,100 "
1754,2019-12-20,21,동화전자,OA290024," 22,900 ",15,0," 343,500 "
1755,2019-12-20,32,대한전자,SP320540," 400,600 ",4,0," 1,602,400 "
1756,2019-12-20,21,동화전자,OA290024," 22,900 ",2,0," 45,800 "
1757,2019-12-21,29,태성무역,SP320559," 356,000 ",2,0," 712,000 "
1758,2019-12-21,10,신영상사,CA270479," 242,300 ",24,0," 5,815,200 "
1759,2019-12-21,25,삼양상사,MP010037," 94,300 ",3,0.1," 254,610 "
1760,2019-12-22,37,J마켓,BH060630," 139,600 ",4,0.1," 502,560 "
1761,2019-12-22,29,태성무역,PA220085," 67,300 ",3,0," 201,900 "
1762,2019-12-22,26,신세기상사,MP010037," 94,300 ",3,0.1," 254,610 "
1763,2019-12-22,46,부성전자,CA280287," 520,400 ",3,0.1," 1,405,080 "
1764,2019-12-22,48,한양이엔지,TV090646," 816,500 ",31,0," 25,311,500 "
1765,2019-12-23,4,동광통상,OA290032," 43,700 ",5,0," 218,500 "
1766,2019-12-23,48,한양이엔지,CA280126," 37,700 ",15,0.1," 508,950 "
1767,2019-12-23,38,K마켓,TV090645," 455,400 ",3,0.1," 1,229,580 "
1768,2019-12-24,50,프로시스템즈,SP320525," 285,000 ",7,0," 1,995,000 "
1769,2019-12-24,44,영진전자,DS240468," 398,200 ",3,0.1," 1,075,140 "
1770,2019-12-25,21,동화전자,PJ190251," 1,085,800 ",16,0," 17,372,800 "
1771,2019-12-25,7,삼화상사,DS240472," 475,800 ",7,0.1," 2,997,540 "
1772,2019-12-25,7,삼화상사,CA280128," 37,700 ",4,0.1," 135,720 "
1773,2019-12-25,30,샤론통상,CA280132," 70,200 ",5,0.1," 315,900 "
1774,2019-12-26,13,미림상사,OA290135," 40,000 ",9,0," 360,000 "
1775,2019-12-26,18,우주전산,PJ190255," 628,600 ",1,0," 628,600 "
1776,2019-12-26,3,태화상사,EP330673," 71,500 ",4,0.1," 257,400 "
1777,2019-12-26,12,유니테크,PA220336," 36,400 ",5,0," 182,000 "
1778,2019-12-26,13,미림상사,OA290135," 40,000 ",9,0," 360,000 "
1779,2019-12-27,2,혜성전자,PE040585," 201,800 ",4,0.1," 726,480 "
1780,2019-12-27,19,양정물산,CA270414," 551,800 ",4,0.1," 1,986,480 "
1781,2019-12-27,11,서주무역,BH060509," 34,600 ",7,0.1," 217,980 "
1782,2019-12-27,11,서주무역,SP320528," 285,000 ",19,0," 5,415,000 "
1783,2019-12-27,11,서주무역,SP320528," 285,000 ",3,0," 855,000 "
1784,2019-12-28,47,삼인시스템,PJ190249," 907,400 ",20,0.1," 16,333,200 "
1785,2019-12-28,1,한미전자,PA220089," 131,200 ",1,0," 131,200 "
1786,2019-12-28,8,태강교역,PA220328," 85,000 ",12,0," 1,020,000 "
1787,2019-12-29,39,명성전자,PJ190610," 992,800 ",4,0," 3,971,200 "
1788,2019-12-29,19,양정물산,TV090342," 424,900 ",10,0," 4,249,000 "
1789,2019-12-29,53,국제전자,SP310576," 313,200 ",4,0," 1,252,800 "
1790,2019-12-29,29,태성무역,OA290184," 53,200 ",2,0," 106,400 "
1791,2019-12-29,53,국제전자,SP310576," 313,200 ",7,0," 2,192,400 "
1792,2019-12-29,29,태성무역,OA290184," 53,200 ",7,0," 372,400 "
1793,2019-12-30,22,동도교역,SP310549," 352,100 ",2,0," 704,200 "
1794,2019-12-30,47,삼인시스템,CA270405," 608,400 ",7,0.1," 3,832,920 "
1795,2019-12-30,49,강남상사,PA220101," 24,200 ",7,0," 169,400 "
1796,2019-12-30,24,유미백화점,MT180372," 78,700 ",25,0," 1,967,500 "
1797,2019-12-30,44,영진전자,OA290180," 48,800 ",23,0," 1,122,400 "
1798,2019-12-30,22,동도교역,SP310549," 352,100 ",5,0," 1,760,500 "
1799,2019-12-31,13,미림상사,NT150452," 518,000 ",12,0," 6,216,000 "
1800,2019-12-31,37,J마켓,MP010003," 242,700 ",3,0," 728,100 "
